"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT08"
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-08-26",,,,,,"64","78","51",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-08-27",,,,,,"66","87","51",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-08-28",,,,,,"71","89","62",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-08-29",,,,,,"62","80","53",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-08-30",,,,,,"67","88","51",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-08-31",,,,,,"70","90","58",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-01",,,,,,"58","68","52",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-02",,,,,,"60","74","53",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-03",,,,,,"64","79","52",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-04",,,,,,"75","90","57",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-05",,,,,,"87","101","73",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-06",,,,,,"94","107","81",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-07",,,,,,"94","109","83",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-08",,,,,,"80","91","72",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-09",,,,,,"64","70","55",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-10",,,,,,"62","70","55",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-11",,,,,,"67","81","55",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-12",,,,,,"74","88","64",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-13",,,,,,"67","81","53",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-14",,,,,,"64","81","51",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-15",,,,,,"66","84","54",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-16",,,,,,"68","84","58",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-17",,,,,,"69","85","58",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-18",,,,,,"63","74","56",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-19",,,,,,"68","83","55",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-20",,,,,,"76","90","64",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-21",,,,,,"72","86","57",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-22",,,,,,"67","81","55",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-23",,,,,,"69","82","60",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-24",,,,,,"66","79","56",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-25",,,,,,"66","80","54",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-26",,,,,,"72","86","62",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-27",,,,,,"79","89","66",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-28",,,,,,"83","95","74",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-29",,,,,,"78","91","66",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-09-30",,,,,,"81","98","65",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-01",,,,,,"85","95","80",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-02",,,,,,"83","93","76",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-03",,,,,,"84","99","75",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-04",,,,,,"80","96","69",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-05",,,,,,"77","91","68",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-06",,,,,,"76","89","67",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-07",,,,,,"65","80","52",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-08",,,,,,"56","66","52",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-09",,,,,,"59","72","53",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-10",,,,,,"59","67","55",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-11",,,,,,"65","80","53",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-12",,,,,,"71","83","61",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-13",,,,,,"76","88","63",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-14",,,,,,"79","92","67",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-15",,,,,,"78","87","68",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-16",,,,,,"78","89","70",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-17",,,,,,"80","91","71",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-18",,,,,,"77","88","70",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-19",,,,,,"76","86","67",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-20",,,,,,"76","87","68",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-21",,,,,,"75","86","67",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-22",,,,,,"67","77","57",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-23",,,,,,"58","69","49",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-24",,,,,,"55","65","51",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-25",,,,,,"57","65","51",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-26",,,,,,"61","71","49",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-27",,,,,,"62","71","53",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-28",,,,,,"62","73","54",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-29",,,,,,"64","75","55",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-30",,,,,,"65","76","58",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-10-31",,,,,,"67","76","58",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-01",,,,,,"67","75","60",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-02",,,,,,"69","79","63",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-03",,,,,,"65","81","56",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-04",,,,,,"66","78","57",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-05",,,,,,"71","82","60",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-06",,,,,,"51","58","44",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-07",,,,,,"48","60","41",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-08",,,,,,"46","53","43",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-09",,,,,,"46","57","40",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-10",,,,,,"51","64","42",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-11",,,,,,"47","54","44",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-12",,,,,,"49","62","41",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-13",,,,,,"49","55","44",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-14",,,,,,"51","61","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-15",,,,,,"56","68","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-16",,,,,,"55","62","48",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-17",,,,,,"55","60","53",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-18",,,,,,"52","55","47",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-19",,,,,,"51","59","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-20",,,,,,"51","59","43",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-21",,,,,,"51","61","46",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-22",,,,,,"53","65","47",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-23",,,,,,"52","63","46",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-24",,,,,,"54","66","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-25",,,,,,"49","60","43",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-26",,,,,,"51","59","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-27",,,,,,"51","58","44",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-28",,,,,,"50","57","42",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-29",,,,,,"53","60","47",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-11-30",,,,,,"55","65","48",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-01",,,,,,"53","62","47",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-02",,,,,,"53","61","46",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-03",,,,,,"52","59","46",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-04",,,,,,"56","63","49",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-05",,,,,,"53","60","49",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-06",,,,,,"53","61","44",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-07",,,,,,"59","67","51",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-08",,,,,,"60","67","55",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-09",,,,,,"53","60","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-10",,,,,,"55","66","44",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-11",,,,,,"45","50","42",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-12",,,,,,"47","53","43",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-13",,,,,,"47","52","43",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-14",,,,,,"47","55","39",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-15",,,,,,"48","57","43",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-16",,,,,,"48","55","41",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-17",,,,,,"49","57","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-18",,,,,,"50","58","43",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-19",,,,,,"47","51","40",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-20",,,,,,"49","53","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-21",,,,,,"49","55","46",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-22",,,,,,"47","53","42",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-23",,,,,,"44","50","38",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-24",,,,,,"44","52","37",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-25",,,,,,"50","56","46",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-26",,,,,,"50","56","45",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-27",,,,,,"45","53","40",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-28",,,,,,"43","49","41",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-29",,,,,,"49","56","41",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-30",,,,,,"49","58","43",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2020-12-31",,,,,,"49","58","40",,,,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2021-01-01",,,,,,"49","55","44",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-01",,,"0.00",,,,"58","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-02",,,"0.00",,,,"62","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-03",,,"0.00",,,,"60","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-04",,,"0.00",,,,"58","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-05",,,"0.00",,,,"58","45",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-06",,,"0.00",,,,"59","45",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-07",,,"0.01",,,,"56","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-08",,,"0.00",,,,"56","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-09",,,"0.25",,,,"54","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-10",,,"0.00",,,,"58","45",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-11",,,"0.15",,,,"55","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-12",,,"0.00",,,,"55","45",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-13",,,"0.02",,,,"54","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-14",,,"0.28",,,,"54","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-15",,,"0.00",,,,"53","44",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-16",,,"1.24",,,,"50","43",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-17",,,"0.00",,,,"54","43",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-18",,,"0.00",,,,"54","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-19",,,"0.00",,,,"55","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-20",,,"0.00",,,,"57","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-21",,,"0.18",,,,"57","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-22",,,"0.00",,,,"61","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-23",,,"0.00",,,,"59","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-24",,,"0.00",,,,"63","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-25",,,"0.00",,,,"64","54",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-26",,,"0.23",,,,"58","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-27",,,"0.00",,,,"58","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-28",,,"0.09",,,,"58","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-29",,,"0.00",,,,"59","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-30",,,"0.00",,,,"63","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-01-31",,,"0.00",,,,"67","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-01",,,"0.00","0.0","0.0",,"63","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-02",,,"0.00","0.0","0.0",,"55","45",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-03",,,"0.00","0.0","0.0",,"55","43",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-04",,,"0.00","0.0","0.0",,"55","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-05",,,"0.00","0.0","0.0",,"61","44",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-06",,,"0.00","0.0","0.0",,"66","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-07",,,"0.00","0.0","0.0",,"63","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-08",,,"0.00","0.0","0.0",,"61","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-09",,,"0.00","0.0","0.0",,"61","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-10",,,"0.00","0.0","0.0",,"71","54",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-11",,,"0.00","0.0","0.0",,"74","56",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-12",,,"0.00","0.0","0.0",,"66","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-13",,,"0.00","0.0","0.0",,"53","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-14",,,"0.00","0.0","0.0",,"60","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-15",,,"0.00","0.0","0.0",,"63","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-16",,,"0.00","0.0","0.0",,"59","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-17",,,"0.00","0.0","0.0",,"69","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-18",,,"0.00","0.0","0.0",,"67","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-19",,,"0.00","0.0","0.0",,"63","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-20",,,"0.00","0.0","0.0",,"66","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-21",,,"0.00","0.0","0.0",,"71","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-22",,,"0.00","0.0","0.0",,"59","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-23",,,"0.00","0.0","0.0",,"58","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-24",,,"0.00","0.0","0.0",,"66","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-25",,,"0.00","0.0","0.0",,"74","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-26",,,"0.00","0.0","0.0",,"73","53",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-27",,,"0.00","0.0","0.0",,"75","53",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-28",,,"0.00","0.0","0.0",,"66","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-02-29",,,"0.00","0.0","0.0",,"54","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-01",,,"0.00",,,,"59","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-02",,,"0.00",,,,"71","54",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-03",,,"0.00",,,,"73","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-04",,,"0.00",,,,"74","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-05",,,"0.00",,,,"62","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-06",,,"0.01",,,,"56","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-07",,,"0.17",,,,"55","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-08",,,"0.00",,,,"56","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-09",,,"0.00",,,,"64","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-10",,,"0.00",,,,"71","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-11",,,"0.00",,,,"65","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-12",,,"0.00",,,,"62","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-13",,,"0.00",,,,"61","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-14",,,"0.59",,,,"52","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-15",,,"0.30",,,,"54","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-16",,,"0.07",,,,"54","42",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-17",,,"0.00",,,,"55","44",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-18",,,"0.03",,,,"55","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-19",,,"0.00",,,,"59","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-20",,,"0.00",,,,"64","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-21",,,"0.00",,,,"63","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-22",,,"0.00",,,,"67","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-23",,,"0.00",,,,"55","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-24",,,"0.08",,,,"57","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-25",,,"0.00",,,,"55","45",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-26",,,"0.00",,,,"57","43",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-27",,,"0.00",,,,"56","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-28",,,"0.05",,,,"57","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-29",,,"0.14",,,,"58","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-30",,,"0.00",,,,"60","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-03-31",,,"0.00",,,,"62","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-01",,,"0.00",,,,"57","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-02",,,"0.00",,,,"60","46",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-03",,,"0.00",,,,"58","47",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-04",,,"0.23",,,,"55","48",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-05",,,"0.24",,,,"53","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-06",,,"0.25",,,,"51","45",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-07",,,"0.00",,,,"61","45",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-08",,,"0.00",,,,"58","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-09",,,"0.00",,,,"61","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-10",,,"0.00",,,,"61","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-11",,,"0.00",,,,"56","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-12",,,"0.00",,,,"62","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-13",,,"0.00",,,,"63","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-14",,,"0.00",,,,"76","49",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-15",,,"0.00",,,,"69","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-16",,,"0.00",,,,"57","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-17",,,"0.00",,,,"59","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-18",,,"0.00",,,,"62","54",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-19",,,"0.00",,,,"62","53",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-20",,,"0.00",,,,"59","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-21",,,"0.00",,,,"63","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-22",,,"0.00",,,,"68","51",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-23",,,"0.00",,,,"69","53",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-24",,,"0.00",,,,"74","54",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-25",,,"0.00",,,,"71","53",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-26",,,"0.00",,,,"59","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-27",,,"0.00",,,,"67","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-28",,,"0.00",,,,"71","54",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-29",,,"0.00",,,,"61","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-04-30",,,"0.00",,,,"63","52",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-01",,,"0.00",,,,"65","50",,,,,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2020-05-02",,,"0.00",,,,"65","52",,,,,
